Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Category,Property Type - Self Selected,PIM Link,Year Built,Energy Audit Due Date,Energy Audit Status,2021 ENERGY STAR Score,2021 Site EUI (kBtu/ft2),2021 Source EUI (kBtu/ft2),2021 Percent Better than National Median Site EUI,2021 Weather Normalized Site EUI (kBtu/ft2),2021 Weather Normalized Source EUI (kBtu/ft2),2021 Total GHG Emissions (Metric Tons CO2e),2021 Total GHG Emissions Intensity (kGCO2e/ft2) ,2021 Electricity Use - Grid Purchase (kWh),2021 Natural Gas Use (kBtu), 2021 District Steam Use (kBtu) ,2021 Site Energy Use (kBtu),2020 ENERGY STAR Score,2020 Site EUI (kBtu/ft2),2020 Source EUI (kBtu/ft2),2020 Percent Better than National Median Site EUI,2020 Weather Normalized Site EUI (kBtu/ft2),2020 Weather Normalized Source EUI (kBtu/ft2),2020 Total GHG Emissions (Metric Tons CO2e),2020 Total GHG Emissions Intensity (kGCO2e/ft2) ,2020 Electricity Use - Grid Purchase (kWh),2020 Natural Gas Use (kBtu),2020 District Steam Use (kBtu) ,2020 Site Energy Use (kBtu),2019 ENERGY STAR Score,2019 Site EUI (kBtu/ft2),2019 Source EUI (kBtu/ft2),2019 Percent Better than National Median Site EUI,2019 Weather Normalized Site EUI (kBtu/ft2),2019 Weather Normalized Source EUI (kBtu/ft2),2019 Total GHG Emissions (Metric Tons CO2e),2019 Total GHG Emissions Intensity (kGCO2e/ft2) ,2019 Electricity Use - Grid Purchase (kWh),2019 Natural Gas Use (kBtu),2019 District Steam Use (kBtu) ,2019 Site Energy Use (kBtu),2018 ENERGY STAR Score,2018 Site EUI (kBtu/ft2),2018 Source EUI (kBtu/ft2),2018 Percent Better than National Median Site EUI,2018 Weather Normalized Site EUI (kBtu/ft2),2018 Weather Normalized Source EUI (kBtu/ft2),2018 Total GHG Emissions (Metric Tons CO2e),2018 Total GHG Emissions Intensity (kGCO2e/ft2) ,2018 Electricity Use - Grid Purchase (kWh),2018 Natural Gas Use (kBtu),2018 District Steam Use (kBtu),2018 Site Energy Use (kBtu),2017 ENERGY STAR Score,2017 Site EUI (kBtu/ft2),2017 Source EUI (kBtu/ft2),2017 Percent Better than National Median Site EUI,2017 Weather Normalized Site EUI (kBtu/ft2),2017 Weather Normalized Source EUI (kBtu/ft2),2016 ENERGY STAR Score,2016 Site EUI (kBtu/ft2),2016 Source EUI (kBtu/ft2),2016 Percent Better than National Median Site EUI,2016 Percent Better than National Median Source EUI,2016 Weather Normalized Site EUI (kBtu/ft2),2016 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Percent Better than National Median Site EUI,2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/ft2),2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Percent Better than National Median Site EUI,2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2),2021 Benchmark Status,2021 Reason for Exemption,2020 Benchmark Status,2020 Reason for Exemption,2019 Benchmark Status,2019 Reason for Exemption,2018 Benchmark Status,2018 Reason for Exemption,2017 Benchmark Status,2017 Reason for Exemption,2016 Benchmark Status,2016 Reason for Exemption,2015 Benchmark Status,2015 Reason for Exemption,2014 Benchmark Status,2014 Reason for Exemption,2013 Benchmark Status,2013 Reason for Exemption,2012 Benchmark Status,2012 Reason for Exemption,2011 Benchmark Status,2011 Reason for Exemption
0647/026,1660 PINE ST,1660 PINE ST,94109,365860,Mixed Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=0647/026,2016,04/01/2027,Not Subject,,27.5,46.8,-42.4,28,47.4,541.3,1.5,1055232.7,6088994.5,,9689448.9,,27,46.7,-41.9,29.5,49.7,553.2,1.6,1078721,5822037.3,,9502633.8,,26.8,46.6,-43.4,27.7,47.7,549.2,1.6,1089579,5700372.8,,9418016.7,,,,,,,556.2,1.6,1077178.7,5885101.2,,9560435.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Exempt,Building Not Subject,Exempt,,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year
0648/009,1770 PINE ST,1770 PINE ST,94109,47974,Mixed Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=0648/009,1928,,,47,59.8,75.4,1.8,60.5,76.1,142.1,3.2,93073.1,2312945.1,,2630510.4,,64.2,81.5,11.4,68.6,86.4,154.5,3.5,103700.3,2468061,,2821886.4,38,63.6,80.8,7.7,66.3,83.9,154.7,3.5,103092.9,2446051,,2797804.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Exempt,PG&E will not provide data,,,,,,,,,,,,,,
0648/026,1817 CALIFORNIA ST,1817 CALIFORNIA ST,94109,72074,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=0648/026,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
0649/024,1880 Pine Street- RAD California Corridor,1880 PINE ST,94109,128746,Mixed Residential,Parking,https://sfplanninggis.org/PIM/?tab=Property&search=0649/024,1900,,,,98.7,146.5,,99.5,147.4,322,5.4,426250.7,4404427.2,,5858794.7,,93.6,140,13.2,93.9,140.9,313.8,5.3,414458.9,4142702.9,,5556837,18,109.5,157.1,25,109.5,157.1,355.7,6,418986.4,5067110.6,,6496692.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Violation - Insufficient Data,,,,,,,,,,,,,,,
0650/023,2001 CALIFORNIA ST,2001 CALIFORNIA ST,94109,57950,Mixed Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=0650/023,1930,,,,62.6,76.7,-7.9,62.6,76.7,178.5,3.4,97674.3,2981439,,3314703.9,,45.8,61.4,-25.4,51.8,67.7,134.1,2.5,118175.9,2021414,,2424630.1,76,55.8,70.2,-16.7,59.3,73.9,162.9,3.1,103386.5,2599255.1,,2952010,,,,,,,177.8,3.4,134043.8,2741615,,3198972.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,,,,,,,,,,,,,,
0650/024,2095 CALIFORNIA ST,2095 CALIFORNIA ST,94109,57585,Multifamily,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=0650/024,1975,,,100,22.4,39.4,-51.1,22.8,40.5,52.4,1.3,110665.7,556265,,933856.4,,23.5,40.2,-49.5,24.3,42.5,56.8,1.4,108379.5,608105.1,,977896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Exempt,PG&E will not provide data,,,,,,,,,,,,,,
0653/022,2034 Fillmore St,2034 FILLMORE ST,94115,10500,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=0653/022,1900,04/01/2027,,,,,,,,,,,,,,,47.9,105.2,-32.8,48.7,106.1,31.1,3,96627.6,173233.6,,502926.9,54,71.9,161,2.4,72.3,161.4,46.9,4.5,150311.4,241953.1,,754815.7,57,28.2,76.4,-44,28.2,76.4,23.5,2,143817.3,212479.3,,703184.1,55,60.7,157.1,-5.7,61.3,157.7,57,58.6,151.3,-8,-8,59.4,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Exempt,,Exempt,,Exempt,,Exempt,,Exempt,
0654/025,Mollie Stone's Markets #2,2435 CALIFORNIA ST,94115,46800,Commercial,Supermarket/Grocery Store,https://sfplanninggis.org/PIM/?tab=Property&search=0654/025,1941,04/01/2019,,73,181.1,345.6,-22.7,181,345.5,480.9,10.3,1218327.3,4317001.3,,8473934.6,,166.4,328.3,-27.4,168.7,331.2,467.8,10,1203567.6,3682170.7,,7788743.8,,,,,,,,,,,,,58,207.3,580.5,-8.5,207.3,580.5,311.1,14.6,1294282.7,,,4416093,28,226.6,711.6,15.2,226.6,711.6,24,228.7,718.1,18.4,18.4,228.7,718.1,17,243.7,765.3,26,241.6,758.6,13,252.6,793.1,31.3,247.3,776.5,14,245.1,769.6,30.1,247.8,778,15,241.4,757.9,28.1,245.3,770.2,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Violation - Did Not Report,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
0655/006,STEINER MEDICAL OFFICE BLDG,2015 STEINER ST,94115,20397,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=0655/006,1907,04/01/2021,,57,63.3,123.6,-9.8,63.3,123.6,73.5,3.6,195179.9,624898,,1290852.1,,61.9,126.5,-10.2,62.2,126.4,72.4,3.5,210125.4,545432,,1262380,,,,,,,,,,,,,,,,,,,,,,,,,51,66.3,149.4,-2,66.8,150,35,76.7,169.5,14.6,14.6,76.7,169.5,28,80.1,180.2,21,79.3,178,36,74.6,169.4,13.7,75,166.9,38,78.9,172.6,12.3,78,171.5,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Violation - Insufficient Data,,2018 - Violation - Insufficient Data,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,
0659/006,2222 BUSH: Cannabis,2222 BUSH,94115,,Cannabis Business,,https://sfplanninggis.org/PIM/?tab=Property&search=0659/006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Upcoming,,,,,,,,,,,,,,,,,,,
0664/019,Buddhist Church of San Francisco,1881 PINE ST,94109,17000,Commercial,,https://sfplanninggis.org/PIM/?tab=Property&search=0664/019,1937,04/01/2022,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Insufficient Data,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,
0664/031,1760 Bush,1760 BUSH ST,94109,70835,Mixed Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=0664/031,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,36,72.7,115.5,9.3,75,118.6,300.9,4.2,464849.9,3561014.7,,5147082.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Complied,,2018 - Exempt,PG&E will not provide data,,,,,,,,,,,,,,
0666/004,Van Ness Building,1415 VAN NESS AVE,94109,12000,Commercial,Mixed Use Property,https://sfplanninggis.org/PIM/?tab=Property&search=0666/004,1900,04/01/2026,,,27.9,52.8,-40.9,28.9,53.9,19,1.6,47279.1,173299,,334615.2,,35.4,66.5,-25.5,42.5,74,24,2,59065,222673,,424202.7,,,,,,,,,,,,,,,,,,,,,,,,,,67.7,133.7,8.6,67.7,133.7,,43.1,105.8,-14,-14,43.1,105.8,,54.3,132.4,8,55.6,132.6,,44.5,120.2,-2.4,48.3,124.2,,32.7999999999999,101.1,-18,32.7999999999999,101.1,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Violation - Did Not Report,,2018 - Violation - Insufficient Data,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
0666/006A,1540 Bush Street,1530 BUSH ST,94109,20364,Commercial,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",https://sfplanninggis.org/PIM/?tab=Property&search=0666/006A,1916,04/01/2020,,,,,,,,,,,,,,,35.3,62.1,-35.9,35.3,62.1,42,2.1,85243.1,428596.9,,719446.3,,44.6,78.3,-19.2,44.6,78.3,54.6,2.7,107061.6,543920.8,,909215.1,,,,,,,,,,,,,,66.7,113.4,13,66.7,113.4,,67.5,116.7,16.2,16.2,67.5,116.7,,68,117.4,17,68,117.4,,66.8,115,14.5,66.8,115,,64,113.2,12.8,64.0999999999999,113.4,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Complied,,2019 - Complied,,2018 - Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
0666/030,1603 PINE ST,1603 PINE ST,94109,558066,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=0666/030,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
0667/005,1440/1430 BUSH ST,1430 BUSH ST,94109,13000,Commercial,Mixed Use Property,https://sfplanninggis.org/PIM/?tab=Property&search=0667/005,1914,04/01/2024,,,7.1,17.8,-80.1,7.1,17.8,5.5,0.4,22432.4,15929,,92468.5,,8.8,19.7,-79.7,8.8,19.7,7.1,0.5,22870.5,35733,,113767.3,,10.5,23.4,-75.9,10.5,23.4,7.9,0.6,26861.3,45205.7,,136856.6,,14,30.5,-68.5,13.9,30.4,11.7,0.9,34438.6,64159.8,,181664.5,,15.3,38.4,-61.8,15.8,38.8,,15.2,35.5,-64.7,-64.7,15.4,35.7,,14.7,35.4,-65,14.9,35.7,,14.9,35,-65.0999999999999,15.7,35.7,,15.9,33.9,-72.4,15.9,34,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
0667/009,1414 Van Ness,1412 VAN NESS AVE,94109,32654,Commercial,Retail Store,https://sfplanninggis.org/PIM/?tab=Property&search=0667/009,1913,04/01/2021,,100,6.2,17.4,-84.9,6.5,18.2,12.3,0.4,59596.7,0,,203343.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,258.4,82.7,90.1,259.1,,,,,,,,,,,,,,86,24,75.5,-33.7999999999999,24,75.5,87,27.2,85.4,-36.9,27.2,85.3,,,,,,,,,,,,,2021 - Complied,,2020 - Violation - Insufficient Data,,2019 - Violation - Insufficient Data,,2018 - Violation - Insufficient Data,,Complied,,Violation - Did Not Report,,Exempt,Change in Ownership,Complied,,Complied,,Violation - Did Not Report,,Complied,
0667/010,1400 VAN NESS AVE,1400 VAN NESS AVE,94109,18321,Commercial,Other,https://sfplanninggis.org/PIM/?tab=Property&search=0667/010,1913,04/01/2013,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year
0667/011,"1430. 1450, 1480 Van Ness Ave",1430 VAN NESS,94109,28300,Commercial,Retail Store,https://sfplanninggis.org/PIM/?tab=Property&search=0667/011,1912,04/01/2024,,,28.7,62.2,-48.2,29.9,63.5,27.7,1.7,90003.4,172078.3,,479170.1,,23.6,56.9,-52.6,26,59.4,25,1.5,90006.7,87322.2,,394425,,23.2,57.7,-52,25.2,61.5,26.1,1.6,93241.8,70129,,388269.9,,23.9,61.9,-48.5,24,62,27.3,1.6,103120.2,47017.7,,398864,,27.8,79,-31,28.7,80,,29.4,86.7,-24.2,-24.2,29.4,86.7,,27.9,87.3,-24,27.9,87.3,,28.9,90.7,-20.8,28.9,90.7,,32.7,99,-13.5,32.7,99,,25.5,75.3,-34.2999999999999,25.5,75.2,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
0667/021,1515 PINE ST,1515 PINE ST,94109,53135,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=0667/021,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
0668/002,1300 BUSH ST,1300 BUSH ST,94109,105494,Mixed Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=0668/002,1975,,,84,57.8,106.6,-23.6,58.9,107.8,238.8,3.3,562816.5,2307808,,4228138,,67.3,131.7,-15.5,70.1,132.9,295.3,4,748090.5,2374733.9,,4927219.1,77,66.1,127.4,-18.9,68.4,129.7,299.2,4.1,710647.9,2417270,,4842000.9,,,,,,,264.6,3.6,401624.8,3163750.9,,4534095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,,,,,,,,,,,,,,
0668/004,Annex 1348-1380 Bush St,1348-1380 Bush St,,15072,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=0668/004,,04/01/2024,Upcoming,,18.8,48.4,-58.4,19.2,48.8,16.9,1.1,72287.9,37381.9,,284028.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,,,,,,,,,,,,,,,,,,,,
0669/001,1333 Bush St,1333 Bush St,,69280,Multifamily,Office,https://sfplanninggis.org/PIM/?tab=Property&search=0669/001,,,,12,141.2,251.3,56.5,143.2,253.4,549.8,7.9,1195283.6,5704443.9,,9782752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,,,,,,,,,,,,,,,,,,,,
0670/012,"1244 Sutter, LLC",1244 SUTTER ST,94109,30964,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=0670/012,1911,04/01/2027,,93,22,40.5,-57.1,23.1,41.7,38.5,1.2,90359.7,373247.6,,681554.9,,21,42.3,-57.3,24.1,45.6,39.3,1.3,104810.5,293733.7,,651347.1,81,27.4,60.9,-38.6,28.9,62.5,54.9,1.8,166840,277750.4,,847008.7,79,26.9,58.3,-30.6,27.1,58.5,53.4,1.7,155930.5,300527,,832561.7,90,29.2,72.2,-45,30.8,73.8,,,,,,,,,,,,,,100,1.8,5.8,-95.5,1.8,5.8,95,21.7,59.5,-55.3,21.7,59.5,100,9,24.6,-81.7,9,24.6,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Exempt,Tenant Turnover,Exempt,Tenant Turnover,Complied,,Complied,,Complied,,Exempt,Vacancy
0670/013,1320 VAN NESS AVE,1320 VAN NESS AVE,94109,106827,Commercial,Other,https://sfplanninggis.org/PIM/?tab=Property&search=0670/013,1909,04/01/2013,Did Not Comply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,
0670/022,1445 Bush St,1445 BUSH ST,94109,10000,Commercial,Medical Office,https://sfplanninggis.org/PIM/?tab=Property&search=0670/022,1915,04/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,24.7,68.1,-40.2,24.9,68.7,24.9,1.7,101564.6,9660.1,,356198.4,79,27.4,81.9,-34.7,26.7,79.6,80,25.6,76.7,-36.4,-36.4,24.7,73.7,80,26.4,79.4,-37,26.1,77.7,75,28.7,85.2,-30.3,27.8,82.5,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Insufficient Data,,2019 - Violation - Insufficient Data,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,,Exempt,,Exempt,SqFt Not Subject This Year
0671/001,1355-1359 Van Ness,1355 VAN NESS AVE,94109,193977,Commercial,Automobile Dealership,https://sfplanninggis.org/PIM/?tab=Property&search=0671/001,1916,04/01/2024,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,35.7,-71.2,12.8,35.7,153.6,0.9,635033.5,17574.6,,2184309.1,,14.4,39.8,-67.9,14.4,39.8,172.1,1,703421.8,57867.8,,2457943.4,,15.5,47.9,-63.2,15.5,47.9,,16.3,50.7,-61,-61,16.3,50.7,,17.4,54.4,-58,17.4,54.4,,19,59.1,-54.6,19.1,59.2,,17.8999999999999,55.7,-57.2,17.8999999999999,55.7,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Exempt,Vacancy,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,,Complied,
0671/002,1301 Van Ness,1301 VAN NESS AVE,94109,43125,Commercial,Retail Store,https://sfplanninggis.org/PIM/?tab=Property&search=0671/002,1912,04/01/2026,Upcoming,34,61.4,171.8,15.3,61.4,171.8,100.7,3.7,487747.9,0,,1664195.9,,61.1,171,9,58.3,163.3,109.8,4,485395,0,,1656168.1,42,59.5,166.6,6.9,58.5,163.8,113.7,4.2,473108.1,,,1614245,34,59.5,166.6,15.2,59.5,166.6,113.7,4.2,472913.8,,,1613582.1,37,70.3,220.9,15.3,70.3,220.9,,70.1,220.1,92.3,92.3,70.1,220.1,,35.6,111.7,-2,35.6,111.7,,22.5,70.7,-38.2,22.5,70.7,,13.5,42.2,-63.1,13.5,42.2,,16.5,55.2,-64.9,16.5,55.2,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
0671/009,Worldco Company - 1388 Sutter,1388 SUTTER ST,94109,190943,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=0671/009,1986,04/01/2024,,79,65.6,131.4,-32.9,66.5,132.3,449.9,3.8,1254672.3,3592155.3,,7873097.8,,59.5,126.6,-36.9,61.7,128.9,411.3,3.4,1288132.2,2736741,,7131848.6,71,71.6,151.6,-24.5,73.1,153.2,525.3,4.4,1535590.4,3349845,,8589280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Exempt,Tenant Turnover,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,
0673/007,1570 SUTTER ST,1570 SUTTER ST,94109,89567,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=0673/007,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
0673/008,Queen Anne Hotel,1590 Sutter St,,28300,Commercial,Hotel,https://sfplanninggis.org/PIM/?tab=Property&search=0673/008,,04/01/2024,Upcoming,72,62,96.9,-18,63.1,98.6,97,3.4,150637.1,1240752,,1754725.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,,,,,,,,,,,,,,,,,,,,
0673/009,1650 OCTAVIA ST,1650 OCTAVIA ST,94109,62871,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=0673/009,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
0673/012,Coventry Place,1550 SUTTER ST,94109,141397,Mixed Residential,Senior Living Community,https://sfplanninggis.org/PIM/?tab=Property&search=0673/012,1998,,,83,50.1,108.8,-24.3,50.7,109.4,410,2.9,1330421.8,2546500,,7085899.7,,51.5,110.7,-23.7,55,117.5,447.1,3.2,1339374.9,2714200.1,,7284147.8,,52.2,114.4,-21.4,53.8,118.3,455.3,3.2,1410994.8,2562900.1,,7377215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Violation - Insufficient Data,,,,,,,,,,,,,,,
0674/033,Kokoro Assisted Living Facility,1881 BUSH ST,94109,64827,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=0674/033,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
